Area swiggy,Restaurant city swiggy,Restaurant,Price swiggy,Ratings swiggy,Total ratings,Food type swiggy,Customer address swiggy,Delivery time swiggy,_c0,restaurant type,Ratings zomato,Total ratings zomato,Price zomato,online_order,table booking,Food type zomato,Area zomato,Address zomato
Ghatkopar East,Mumbai,The Chocolate Heaven,300.0,3.9,50,"Desserts,Italian,Snacks",Ghatkopar Vikhroli,45,6288,"Dessert Parlor, Cafe",2.8,40,600.0,No,No,"Desserts, Cafe",Brigade Road,Commercial Street
Koramangala,Bangalore,Lassi Corner,199.0,3.3,20,"Beverages,Ice Cream",Koramangala,53,3520,Beverage Shop,2.8,40,150.0,Yes,No,"Beverages, Desserts",MG Road,Vijay Nagar
Ashok Nagar,Bangalore,Anjappar,400.0,4.1,100,"Chettinad,Thalis,Biryani,Chinese,Tandoor,South Indian,North Indian",Central Bangalore,37,382,Casual Dining,2.7,40,650.0,No,No,"Chettinad, South Indian",Jayanagar,JP Nagar
Koramangala,Bangalore,Aramane Donne Biriyani,300.0,4.3,100,Indian,Koramangala,49,419,Quick Bites,3.9,189,300.0,Yes,No,"Biryani, Fast Food",Bannerghatta Road,BTM
Banashankari,Bangalore,Momoz,350.0,3.8,500,"Chinese,Thai,Seafood,Asian,Combo,Malaysian",Blr_Banashankari,53,4002,Casual Dining,3.9,625,600.0,No,No,"Chinese, Momos","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Salt Lake,Kolkata,Food Point,250.0,2.9,80,"Chinese,Tibetan",Salt Lake,61,2193,Casual Dining,3.2,167,450.0,No,No,North Indian,Brookefield,Whitefield
Salt Lake,Kolkata,Chilli Flakes,300.0,4.0,100,"Chinese,Asian",Salt Lake,57,1413,Quick Bites,3.6,46,500.0,Yes,No,"Fast Food, Italian, Beverages",Banashankari,Banashankari
Salt Lake,Kolkata,Beijing Bites,300.0,3.7,50,"Chinese,Asian",Salt Lake,58,665,Casual Dining,2.7,128,850.0,No,No,"Chinese, Thai",Banashankari,Banashankari
Lake Town,Kolkata,Kathi Junction,300.0,4.2,100,"Indian,Fast Food,North Indian",Lake Town,68,3239,Quick Bites,2.8,44,400.0,Yes,No,"Rolls, North Indian, Mughlai",Electronic City,Electronic City
Indiranagar,Bangalore,Orbis Restaurant,400.0,3.8,500,"North Indian,Biryani,Arabian,Chinese,Snacks,Beverages,Desserts",Indiranagar,51,4526,Casual Dining,3.9,1117,750.0,Yes,Yes,"Arabian, North Indian, Chinese, Salad, Beverages",Brookefield,Whitefield
Kothrud,Pune,Mitran Da Junction,300.0,4.2,100,"North Indian,Chinese",Kothrud,52,3973,Quick Bites,4.1,320,600.0,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 6th Block
Koregaon Park,Pune,Drunken Monkey,400.0,4.5,50,"Continental,Healthy Food,Beverages",Kalyani Nagar,52,1934,"Beverage Shop, Quick Bites",3.1,14,400.0,Yes,No,"Beverages, Fast Food",Indiranagar,CV Raman Nagar
Bandra Area,Mumbai,Yauatcha,2000.0,4.5,100,Chinese,Bandra Area,52,7028,Fine Dining,4.6,2332,2800.0,No,Yes,"Chinese, Asian, Cantonese, Tea",Indiranagar,MG Road
Nacharam,Hyderabad,Pizza Paradise,300.0,4.3,20,Fast Food,Tarnaka Nacharam & Malkajigiri,73,4734,Quick Bites,3.5,61,500.0,Yes,No,Pizza,Jayanagar,JP Nagar
Rajajinagar,Bangalore,Juice Shop,150.0,3.8,100,"Juices,Beverages,Desserts,Ice Cream",Basaveshwaranagar,57,3077,Quick Bites,3.3,11,200.0,No,No,"Street Food, Beverages",Lavelle Road,Brigade Road
Shivajinagar,Pune,Asia Kitchen By Mainland China,850.0,4.5,100,"Asian,Chinese,Oriental",Pyramid Mall,55,466,"Casual Dining, Bar",4.9,2178,1500.0,Yes,Yes,"Asian, Chinese, Thai, Momos","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Ballygunge,Kolkata,Asia Kitchen By Mainland China,850.0,4.5,50,"Asian,Chinese,Oriental",Gurusaday Road,66,466,"Casual Dining, Bar",4.9,2178,1500.0,Yes,Yes,"Asian, Chinese, Thai, Momos","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Banashankari,Bangalore,Waffle Head,250.0,2.9,80,"Desserts,Beverages",Jayanagar,48,6912,"Dessert Parlor, Beverage Shop",4.0,35,300.0,Yes,No,"Desserts, Beverages, Bakery, Ice Cream",Bannerghatta Road,BTM
Wanowrie,Pune,Punjabi Dhaba,400.0,2.9,80,North Indian,Wanowrie,65,4838,Dhaba,3.6,79,350.0,No,No,North Indian,Lavelle Road,Majestic
Ashok Nagar,Bangalore,Kanti Sweets,100.0,4.4,50,Sweets,Central Bangalore,31,3203,"Dessert Parlor, Quick Bites",3.6,20,400.0,Yes,No,"Mithai, Street Food",Church Street,Cunningham Road
Shivajinagar,Pune,Smoke House Deli,800.0,4.0,50,"European,Italian,American,Pastas,Salads,Juices,Desserts,Combo",Fc Road,49,5586,Casual Dining,4.6,2490,1600.0,Yes,No,"European, Italian, Desserts, Salad, Juices, Steak",Brigade Road,Lavelle Road
Gandhi Nagar,Bangalore,Basaveshwara Khanavali,200.0,4.2,20,South Indian,Majestic,47,622,Quick Bites,3.3,11,150.0,No,No,South Indian,Bellandur,Bellandur
Sadashiv Peth,Pune,Lassi Magic,200.0,2.9,80,Beverages,Sadashiv Peth Pune,45,3525,Beverage Shop,3.5,12,150.0,Yes,No,Beverages,Koramangala 7th Block,BTM
Sampangi Rama Nagar,Bangalore,Tandoori Taal,700.0,4.5,100,Indian,Race Course Road,38,6070,Casual Dining,4.3,1788,900.0,Yes,Yes,"Biryani, North Indian",Indiranagar,Indiranagar
Sudhama Nagar,Bangalore,New Ambur Biryani,300.0,2.9,80,Biryani,Shantinagar,45,4239,Quick Bites,2.8,40,300.0,No,No,"Biryani, Kebab",Brookefield,Brookefield
Indiranagar,Bangalore,The Salad Studio,300.0,4.4,100,"Healthy Food,Salads,Cafe,Fast Food,Beverages",Indiranagar,55,6528,Cafe,4.0,107,400.0,Yes,No,"Cafe, Healthy Food, Salad",Bellandur,Bellandur
Seshadripuram,Bangalore,Mantap Ice Cream,200.0,4.7,20,Ice Cream,Sheshadripuram,44,3799,Dessert Parlor,3.5,7,200.0,No,No,Desserts,Lavelle Road,Majestic
Koramangala,Bangalore,Drunken Monkey,300.0,2.9,80,"Healthy Food,Beverages,Juices",Koramangala,58,1934,"Beverage Shop, Quick Bites",3.1,14,400.0,Yes,No,"Beverages, Fast Food",Indiranagar,CV Raman Nagar
Santacruz East,Mumbai,Hare Krishna,250.0,4.4,100,Indian,Kalina Santacruz (E),33,2550,Quick Bites,2.9,16,300.0,No,No,"North Indian, South Indian, Chinese",Rajajinagar,Majestic
Camp,Pune,Ibaco,800.0,2.9,80,"Ice Cream,Desserts",Camp,35,2868,Dessert Parlor,3.6,39,300.0,Yes,No,Desserts,Malleshwaram,Rajajinagar
Kiran Nagar,Hyderabad,Barbeque Nation,600.0,3.4,100,"North Indian,Chinese,Biryani",Kothapet,60,610,Casual Dining,3.8,32,1600.0,No,No,"North Indian, European, Mediterranean, BBQ, Kebab",Brookefield,Whitefield
Memnagar,Ahmedabad,Barbeque Nation,600.0,3.9,100,"North Indian,Mughlai,Seafood,Biryani,Desserts,Kebabs",Satya One,40,610,Casual Dining,3.8,32,1600.0,No,No,"North Indian, European, Mediterranean, BBQ, Kebab",Brookefield,Whitefield
Athwa,Surat,Barbeque Nation,600.0,3.9,100,"North Indian,Mughlai,Seafood,Biryani,Desserts,Kebabs",Parle Point,51,610,Casual Dining,3.8,32,1600.0,No,No,"North Indian, European, Mediterranean, BBQ, Kebab",Brookefield,Whitefield
Kilpauk,Chennai,Rolls On Wheels,200.0,2.9,80,"Ice Cream,Beverages,Fast Food",Kilpauk,51,5069,Quick Bites,2.6,153,300.0,No,No,"Fast Food, Rolls, Momos",Koramangala 4th Block,Koramangala 1st Block
Rohini,Delhi,Barbeque Nation,600.0,3.5,100,"North Indian,Mughlai,Seafood,Biryani,Desserts,Kebabs",Unity One Mall 6Th Floor,44,610,Casual Dining,3.8,32,1600.0,No,No,"North Indian, European, Mediterranean, BBQ, Kebab",Brookefield,Whitefield
Domlur,Bangalore,Barbeque Nation,600.0,3.8,50,"North Indian,Mughlai,Seafood,Biryani,Desserts,Kebabs",Mg Road Lido Mall,50,610,Casual Dining,3.8,32,1600.0,No,No,"North Indian, European, Mediterranean, BBQ, Kebab",Brookefield,Whitefield
B.B.D. Bagh,Kolkata,Cafe Coffee Day,300.0,4.2,50,Beverages  Snacks  Desserts,Central Kolkata,44,1085,Cafe,2.3,30,900.0,No,No,"Cafe, Fast Food",Brookefield,Brookefield
Ashok Nagar,Bangalore,Cafe Coffee Day,300.0,2.9,80,"Beverages,Snacks,Desserts",Barton Centre M G Road-Bangalore,38,1085,Cafe,2.3,30,900.0,No,No,"Cafe, Fast Food",Brookefield,Brookefield
Narayanguda,Hyderabad,Old Mumbai Ice Cream,200.0,3.7,20,Ice Cream,Himayath Nagar,28,4472,Dessert Parlor,3.8,41,150.0,Yes,No,Ice Cream,Basavanagudi,Basavanagudi
Ashok Nagar,Bangalore,Asia Kitchen By Mainland China,850.0,4.3,50,"Asian,Chinese,Oriental",Church Street,46,466,"Casual Dining, Bar",4.9,2178,1500.0,Yes,Yes,"Asian, Chinese, Thai, Momos","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Narayan Peth,Pune,Barbeque Nation,600.0,4.0,100,"North Indian,Mughlai,Seafood,Biryani,Desserts,Kebabs",Deccan Heights Fourth Floor,45,610,Casual Dining,3.8,32,1600.0,No,No,"North Indian, European, Mediterranean, BBQ, Kebab",Brookefield,Whitefield
Koramangala,Bangalore,The Coorg Food Co.,750.0,4.3,100,South Indian,Koramangala,58,6299,Casual Dining,4.3,473,750.0,Yes,Yes,South Indian,Kalyan Nagar,Kalyan Nagar
Seshadripuram,Bangalore,Kalmane Koffees,350.0,2.9,80,Cafe,Malleshwaram,53,3178,Cafe,3.6,46,350.0,No,No,Cafe,Brigade Road,Brigade Road
Thousand Lights,Chennai,Barbeque Nation,600.0,3.6,100,"North Indian,Mughlai,Seafood,Biryani,Desserts,Kebabs",Bergamo   Mall,50,610,Casual Dining,3.8,32,1600.0,No,No,"North Indian, European, Mediterranean, BBQ, Kebab",Brookefield,Whitefield
Ashok Nagar,Bangalore,Sanchez,1200.0,4.7,20,"Mexican,Salads",Central Bangalore,45,5237,Lounge,4.3,1028,1500.0,No,No,"Mexican, Tex-Mex",Brigade Road,Lavelle Road
Ashok Nagar,Bangalore,Sriracha,1600.0,4.0,20,Asian,Central Bangalore,45,5855,Casual Dining,4.3,687,1500.0,No,No,"Thai, Chinese, Indonesian, Asian, Momos",Brigade Road,Lavelle Road
Indiranagar,Bangalore,Andhra Biryanis,400.0,4.2,100,"Andhra,Biryani,Hyderabadi,Chinese,Tandoor",Indiranagar,54,346,Casual Dining,4.0,108,700.0,Yes,No,"Andhra, Biryani, North Indian",Brookefield,Whitefield
Banjara Hills,Hyderabad,Slurpy Shakes,200.0,3.9,50,Beverages,Banjara Hills,63,5564,Beverage Shop,3.5,8,300.0,Yes,No,Beverages,Brookefield,Whitefield
Ashok Nagar,Bangalore,Samosa Party,150.0,4.5,500,"Fast Food,North Indian,Snacks,Street Food,Beverages,Chaat",Central Bangalore,36,5218,Quick Bites,4.1,42,150.0,No,No,"Street Food, Fast Food","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Koregaon Park,Pune,Toscano,1200.0,4.4,100,"Italian,Pizzas,Pastas,Continental,Salads,Desserts,Beverages,Combo,Healthy Food",Koregaon Park,59,6672,Casual Dining,4.2,1038,1500.0,Yes,Yes,"Italian, Salad",Whitefield,Whitefield
Himayatnagar,Hyderabad,Samosa Singh,100.0,4.0,500,"Fast Food,Snacks,North Indian,Desserts,Beverages,Street Food,Combo",Jawahar Nagar,37,5219,Delivery,3.7,43,150.0,Yes,No,"Street Food, Beverages",Indiranagar,Thippasandra
Anna Nagar,Chennai,Asia Kitchen By Mainland China,850.0,4.4,20,"Asian,Chinese,Oriental",5Th Avenue,76,466,"Casual Dining, Bar",4.9,2178,1500.0,Yes,Yes,"Asian, Chinese, Thai, Momos","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Thousand Lights,Chennai,Copper Chimney,900.0,4.2,100,"Indian,North Indian,Kebabs,Grill,Biryani",Thousand Lights,47,1574,Casual Dining,4.1,40,1200.0,Yes,Yes,"North Indian, Biryani",Whitefield,Whitefield
Ea Mall Royapettah,Chennai,Punjab Grill,700.0,4.3,50,"North Indian,Indian,Biryani,Punjabi,Kebabs,Mughlai,Desserts",Express Avenue,54,4827,Casual Dining,4.8,650,2000.0,Yes,No,North Indian,Whitefield,Whitefield
Perambur,Chennai,Green Pepper,300.0,3.6,20,"Indian,Chinese,Biryani",Perambur,64,2444,Casual Dining,3.8,259,600.0,Yes,No,"Seafood, South Indian, Chinese, Kerala",Indiranagar,Jeevan Bhima Nagar
New Nallakunta,Hyderabad,Pizza Hut,350.0,3.7,500,Pizzas  Fast Food,Shivam Road,46,4729,Casual Dining,2.7,434,750.0,Yes,No,"Pizza, Fast Food",Kalyan Nagar,Kalyan Nagar
Powai Area,Mumbai,Mainland China,850.0,4.4,100,"Chinese,Asian",Powai Area,57,3728,Casual Dining,4.3,881,1700.0,Yes,Yes,"Chinese, Momos",Basavanagudi,Jayanagar
Modi Colony,Pune,Chinese Kitchen,300.0,2.9,80,"North Indian,Chinese",Camp,39,1442,Quick Bites,3.8,58,150.0,Yes,No,Chinese,Banashankari,Basavanagudi
Malleshwaram,Bangalore,Frozen Coast,300.0,2.9,80,"Indian,Snacks,Beverages",Malleshwam 17Th Cross,68,2280,Dessert Parlor,3.9,107,250.0,No,No,"Desserts, Ice Cream",Malleshwaram,Malleshwaram
Rohini,Delhi,Lazeez,200.0,2.9,80,Fast Food,Rohini,46,3543,Casual Dining,2.4,318,600.0,Yes,No,"North Indian, Mughlai, Biryani",HSR,Koramangala 1st Block
Beleghata,Kolkata,Behrouz Biryani,500.0,4.2,100,Biryani  Mughlai  Lucknowi  Hyderabadi  Kebabs  North Indian  Persian  Desserts,Beliaghata,55,664,Delivery,3.9,114,650.0,Yes,No,Biryani,MG Road,Residency Road
Beleghata,Kolkata,Firangi Bake,400.0,4.3,20,"Italian,Mexican,Pastas",Beliaghata,55,2106,Delivery,3.8,53,600.0,Yes,No,"Mexican, Italian",Rajajinagar,Rajajinagar
Beleghata,Kolkata,The Good Bowl,400.0,4.3,50,North Indian  Punjabi  Biryani  Combo  Chinese  Beverages  Desserts  Jain  Indian  Hyderabadi  Mughlai,Beliaghata,53,6362,"Takeaway, Delivery",2.8,40,500.0,Yes,No,"Italian, North Indian, Biryani",Rajajinagar,Jayanagar
Jayanagar,Bangalore,Via Milano,800.0,4.5,20,"Pizzas,Italian,European,Mediterranean,Pastas,Continental,Seafood,Middle Eastern,Grill,Greek,Salads,Oriental",Jayanagar,46,6857,Casual Dining,4.2,1617,1500.0,Yes,Yes,"Salad, Italian, Desserts, Pizza","Byresandra,Tavarekere,Madiwala",Koramangala 4th Block
Parvati Paytha,Pune,Darjeeling Hot Momos,150.0,2.9,80,Chinese,Bibwewadi,54,1701,Quick Bites,,40,300.0,No,No,"Momos, Fast Food",Koramangala 6th Block,Koramangala 5th Block
Indiranagar,Bangalore,Hot Momos,200.0,2.9,80,Indian,Indiranagar,64,2642,Quick Bites,2.8,40,150.0,No,No,Fast Food,Kalyan Nagar,Hennur
Himayatnagar,Hyderabad,Brownie Heaven,200.0,2.9,80,Desserts,Himayath Nagar,38,981,Dessert Parlor,3.9,16,300.0,Yes,No,Desserts,Brigade Road,Koramangala 5th Block
Perambur,Chennai,Lassi Corner,150.0,2.9,80,Beverages,Perambur,63,3520,Beverage Shop,2.8,40,150.0,Yes,No,"Beverages, Desserts",MG Road,Vijay Nagar
Koramangala,Bangalore,Imperio Restaurant,300.0,3.9,100,"Biryani,Mughlai,North Indian,Tandoor,Kerala,Chinese,Seafood,Combo,Beverages,Desserts",Koramangala,56,2910,Casual Dining,4.2,767,700.0,Yes,Yes,"North Indian, Arabian, Mughlai, Biryani, Seafood, Beverages",Brookefield,Brookefield
Erandwane,Pune,Food Junction,300.0,2.9,80,Indian,Kothrud,46,2180,Quick Bites,3.5,42,400.0,No,No,"North Indian, Chinese, Street Food, Biryani","Byresandra,Tavarekere,Madiwala",BTM
Ashok Nagar,Bangalore,Chung Wah Express,450.0,2.9,80,Chinese,Central Bangalore,46,1485,Casual Dining,2.8,94,600.0,Yes,No,"Chinese, Thai, Momos, Vietnamese",Brigade Road,Indiranagar
Ashok Nagar,Bangalore,Toast & Tonic,900.0,4.3,20,"European,Continental",Ashok Nagar,40,6662,Casual Dining,4.6,1082,1500.0,No,Yes,"European, Asian",Brigade Road,Richmond Road
Narayanguda,Hyderabad,Chickpet Donne Biryani House,400.0,3.7,100,Indian,Himayath Nagar,28,1397,Casual Dining,3.7,80,600.0,Yes,No,"Biryani, South Indian, Fast Food",Brookefield,Marathahalli
Kalighat,Kolkata,Sub Spot,200.0,2.9,80,"Healthy Food,Salads,Fast Food",South Kolkata,73,5900,Delivery,3.3,4,400.0,No,No,"Salad, Sandwich",Koramangala 4th Block,Koramangala 6th Block
Gowlipura,Hyderabad,Homely Kitchen,200.0,3.8,20,North Indian,Kothapet & Dilsukhnagar,53,2621,Delivery,2.8,40,300.0,Yes,No,"North Indian, Chinese",MG Road,Indiranagar
Ashok Nagar,Bangalore,Tree Tops Bar & Kitchen,800.0,2.9,80,"Indian,Fast Food,Pastas,Desserts",Central Bangalore,38,6683,"Casual Dining, Bar",4.4,108,1000.0,No,Yes,"North Indian, Chinese, Continental, Italian",Brigade Road,Lavelle Road
Jayanagar,Bangalore,Taiki,800.0,4.0,100,"Pan-Asian,Japanese,Korean,Thai,Sushi,Beverages,Asian,Chinese",Jayanagar,55,6030,Casual Dining,2.8,40,1000.0,Yes,Yes,"Asian, Japanese, Korean, Thai, Sushi",Indiranagar,Indiranagar
Andheri East,Mumbai,Lazeez,350.0,4.1,50,North Indian  Mughlai,Andheri East,60,3543,Casual Dining,2.4,318,600.0,Yes,No,"North Indian, Mughlai, Biryani",HSR,Koramangala 1st Block
Erandwane,Pune,Mad Over Donuts,200.0,4.1,100,"Desserts,Sweets,Bakery",Erandwane,38,3690,Dessert Parlor,3.1,17,450.0,Yes,No,"Bakery, Desserts, Beverages",Bannerghatta Road,Bannerghatta Road
Banjara Hills,Hyderabad,Onesta,200.0,3.6,1000,"Italian,Desserts,Pizzas,American,Snacks",Anr Center Banjara Hills,58,4509,"Casual Dining, Cafe",4.3,355,600.0,Yes,Yes,"Pizza, Cafe, Italian",Malleshwaram,Basaveshwara Nagar
Chembur,Mumbai,99 Pancakes,300.0,4.1,100,Desserts  Beverages,Chembur,46,76,Dessert Parlor,4.1,41,150.0,Yes,No,"Desserts, Ice Cream",Brigade Road,Church Street
Kothrud,Pune,Madurai Idly Shop,150.0,4.2,1000,"South Indian,Chinese",Kothrud,57,3705,Quick Bites,2.1,193,200.0,No,No,South Indian,Sarjapur Road,Sarjapur Road
Ashok Nagar,Bangalore,The Pizza Bakery,700.0,4.4,500,"Italian,Pizzas,Pastas,Desserts",Central Bangalore,36,6496,Casual Dining,4.8,1724,1200.0,Yes,Yes,"Italian, Pizza, Beverages",Indiranagar,Indiranagar
Park Street Area,Kolkata,Moti Mahal Delux,700.0,4.3,100,"Indian,Seafood,Chinese,North Indian,Bengali",Central Kolkata,54,4033,Casual Dining,4.0,547,1000.0,Yes,Yes,"North Indian, Mughlai",Bellandur,HSR
Koramangala,Bangalore,Chinese Kitchen,300.0,4.1,500,"Chinese,Indian",Koramangala,65,1442,Quick Bites,3.8,58,150.0,Yes,No,Chinese,Banashankari,Basavanagudi
Aundh,Pune,99 Pancakes,300.0,2.9,80,"Beverages,Desserts",Aundh,62,76,Dessert Parlor,4.1,41,150.0,Yes,No,"Desserts, Ice Cream",Brigade Road,Church Street
Nagarathpete,Bangalore,Atithi Satkaar,350.0,2.9,80,Indian,Majestic,46,480,Quick Bites,3.2,8,150.0,No,No,South Indian,Lavelle Road,Majestic
Ballygunge,Kolkata,Blue Tokai Coffee Roasters,400.0,4.5,100,"Healthy Food,American,Lebanese,Mediterranean,European,Juices,Middle Eastern",South Kolkata,57,885,Cafe,2.8,40,400.0,Yes,No,"Cafe, Coffee","Byresandra,Tavarekere,Madiwala",Koramangala 8th Block
Chamrajpet,Bangalore,Kolkata Famous Kati Roll,99.0,2.9,80,"Snacks,Fast Food,Beverages",Basavanagudi,52,3380,Kiosk,3.3,7,100.0,No,No,"Fast Food, Rolls",Sarjapur Road,Bellandur
Rohini,Delhi,Hyderabadi Dum Biryani,250.0,3.4,50,"Biryani,North Indian",Rohini,35,2860,Quick Bites,3.7,23,300.0,No,No,Biryani,Whitefield,Whitefield
Anna Nagar West Extension,Chennai,Kobe Sizzlers,500.0,4.5,20,"Chinese,Continental,Fast Food",Annanagar,89,3372,Casual Dining,4.0,398,1500.0,Yes,No,"American, Continental, Fast Food, Steak",Kalyan Nagar,Nagawara
Bidhannagar,Kolkata,Safe House,200.0,3.4,20,"Continental,Pizzas,Chinese",Salt Lake,64,5162,"Bar, Casual Dining",4.1,1372,900.0,No,Yes,"Continental, North Indian, Chinese, Finger Food",HSR,HSR
Manicktala,Kolkata,Swad Restaurant,200.0,4.4,100,"Indian,Chinese,Tandoor,Fast Food,Biryani",Burrabazar,41,5976,Casual Dining,3.7,115,500.0,Yes,No,"North Indian, Chinese, Seafood",Jayanagar,BTM
Powai Area,Mumbai,Papacream,350.0,4.7,20,Ice Cream  Desserts,Marol Sakinaka,63,4596,Dessert Parlor,3.7,17,350.0,Yes,No,"Desserts, Ice Cream",Bannerghatta Road,JP Nagar
Saki Naka,Mumbai,Samosa Singh,100.0,4.1,100,"North Indian,Fast Food,Snacks,Desserts,Beverages,Street Food,Combo",Andheri Kurka Road,49,5219,Delivery,3.7,43,150.0,Yes,No,"Street Food, Beverages",Indiranagar,Thippasandra
Rajajinagar,Bangalore,Green Chilly,300.0,4.3,100,"Chinese,North Indian,Indian",Malleshwaram,62,2435,Quick Bites,3.6,29,350.0,Yes,No,"North Indian, Chinese",Malleshwaram,Rajajinagar
Tiruvalleeswarar Nagar,Chennai,Monkey Bar,1400.0,2.9,80,"North Indian,American,European,Asian",Vr Chennai Clock Tower Street,91,4010,Pub,4.3,3848,1400.0,Yes,No,"American, Asian, European, North Indian",Indiranagar,Indiranagar
Narayanguda,Hyderabad,1441 Pizzeria,400.0,4.1,500,"Italian,Pizzas,Pastas,Desserts,Beverages",Himayath Nagar,33,13,Casual Dining,4.1,119,800.0,Yes,No,"Pizza, Salad",Basavanagudi,JP Nagar
Vesu,Surat,1441 Pizzeria,800.0,3.7,20,"Italian,Pizzas,Pastas,Fast Food,Desserts,Beverages",Piplod,63,13,Casual Dining,4.1,119,800.0,Yes,No,"Pizza, Salad",Basavanagudi,JP Nagar
Purasaiwakkam,Chennai,Mad Over Donuts,200.0,4.0,50,"Desserts,Sweets,Bakery",Purasaiwakkam,47,3690,Dessert Parlor,3.1,17,450.0,Yes,No,"Bakery, Desserts, Beverages",Bannerghatta Road,Bannerghatta Road
Kothrud,Pune,Punjabi Kitchen,250.0,2.9,80,"North Indian,Indian",Kothrud,56,4848,Quick Bites,2.8,68,500.0,Yes,No,North Indian,Whitefield,Whitefield
Thousand Lights,Chennai,Cookie Man,200.0,2.9,80,"Australian,Bakery,Snacks",Royapettah,52,1563,Bakery,3.2,5,150.0,Yes,No,Bakery,Brookefield,Whitefield
Sampangi Rama Nagar,Bangalore,Kudla - Hotel Ramanashree,1500.0,2.9,80,"Mangalorean,Seafood,South Indian,Desserts",Central Bangalore,38,3445,Casual Dining,4.1,353,1200.0,Yes,Yes,"South Indian, Andhra, Chinese",Basavanagudi,Richmond Road
Central Bangalore,Bangalore,Haagen Dazs,600.0,4.4,20,Ice Cream,Phoenix Arcade,32,2489,Dessert Parlor,3.9,77,800.0,Yes,No,"Ice Cream, Desserts",Brigade Road,Koramangala 7th Block
Andheri East,Mumbai,Kusum Rolls,200.0,3.8,50,Indian,Marol Naka,46,3469,Quick Bites,3.5,21,300.0,No,No,Street Food,New BEL Road,New BEL Road
Bidhannagar,Kolkata,Namak,800.0,4.2,100,"North Indian,Chinese,Oriental,Italian,Biryani,Kebabs,Healthy Food,Desserts,Beverages",Salt Lake,59,4139,Quick Bites,3.1,5,650.0,Yes,No,"North Indian, Chinese",Kalyan Nagar,Nagawara
Anna Nagar,Chennai,Kerala Kitchen,200.0,4.0,100,"South Indian,Chinese",Annanagar,67,3279,Quick Bites,3.1,32,200.0,No,No,"Kerala, South Indian",Lavelle Road,Brigade Road
Toli Chowki,Hyderabad,Baithak,450.0,3.7,20,"Continental,Beverages",Tolichowki,71,530,"Casual Dining, Bar",4.2,1383,1100.0,No,No,"Continental, North Indian, Mughlai",HSR,HSR
Lake Town,Kolkata,Bangaliana,200.0,3.8,20,"Indian,North Indian",Lake Town,88,576,Casual Dining,3.0,61,600.0,Yes,No,Bengali,Electronic City,Electronic City
Basavanagudi,Bangalore,The Cake House,280.0,4.3,20,"Indian,Bakery,Sweets",Basavanagudi,54,6265,Bakery,3.7,29,300.0,Yes,No,"Bakery, Desserts",Brigade Road,Ulsoor
Basavanagudi,Bangalore,Mumbai Xpress,300.0,4.1,20,"Chaat,Street Food,Fast Food",Basavanagudi,50,4083,Quick Bites,2.8,92,350.0,Yes,No,"Fast Food, Street Food",Sarjapur Road,Bellandur
Malleshwaram,Bangalore,Hotel Moonlight,500.0,4.1,100,"Indian,Chinese,Biryani,Tandoor",Malleshwaram,53,2721,Casual Dining,3.9,115,500.0,No,No,"Chinese, North Indian",Malleshwaram,Malleshwaram
Sarthana,Surat,Captain Egg,200.0,2.9,80,"Indian,Oriental,Continental",Sarthana,59,1229,Food Court,4.1,18,400.0,No,No,Fast Food,Whitefield,Whitefield
Koregaon Park,Pune,Oakleaf,1000.0,2.9,80,"North Indian,Italian",Koregaon Park,54,4447,Casual Dining,3.9,40,2000.0,Yes,No,"Asian, Continental, North Indian, Italian",Brookefield,Whitefield
Central Bangalore,Bangalore,Aligarh House,400.0,3.8,100,"Biryani,Mughlai,Kebabs,North Indian,Desserts,Beverages,Combo",Vasantha Nagar,40,234,Delivery,4.4,98,400.0,Yes,No,"North Indian, Biryani, Awadhi, Mughlai","Byresandra,Tavarekere,Madiwala",Koramangala
Majestic,Bangalore,Punjabi Dhaba,350.0,2.9,80,Punjabi,Majestic,45,4838,Dhaba,3.6,79,350.0,No,No,North Indian,Lavelle Road,Majestic
Somajiguda & Khairtabad,Hyderabad,Biryanis And More,350.0,3.9,100,"Biryani,Chinese,Tandoor",Somajiguda & Khairtabad,49,844,Casual Dining,4.0,618,750.0,Yes,No,"Biryani, North Indian, Chinese, Andhra, South Indian",Banashankari,Jayanagar
Annanagar,Chennai,The Sandwich Club,150.0,2.9,80,"Fast Food,Chaat,Juices,Beverages",Annanagar,73,6532,Quick Bites,3.9,88,250.0,Yes,No,Fast Food,"Byresandra,Tavarekere,Madiwala",HSR
Shantinagar,Bangalore,Faasos,200.0,4.1,100,"Combo,Snacks,Beverages,Desserts,Indian",Residency Road,34,2051,Delivery,3.8,101,500.0,Yes,No,"North Indian, Biryani, Fast Food",Brigade Road,Vasanth Nagar
Shantinagar,Bangalore,Behrouz Biryani,500.0,4.3,100,"Biryani,Mughlai,Lucknowi,Hyderabadi,Kebabs,North Indian,Persian,Desserts",Residency Road,48,664,Delivery,3.9,114,650.0,Yes,No,Biryani,MG Road,Residency Road
